production_candidate_id,batch_number,sample_index,class_id,target_label,generation_seed,demonstration_seed,prompt_version,prompting_strategy,demonstration_source,demonstration_pool_size,demo_1,demo_2,demo_3,demo_4,generated_text,source_batch_file,word_count,is_empty,has_urdu_script,has_latin_content,is_non_linguistic,is_too_short,is_too_long,is_exact_duplicate,stage0_rejection_reason,stage0_pass,xlmr_predicted_class_id,xlmr_predicted_class,stage1_pass,stage1_rejection_reason,stage2_max_similarity,stage2_mean_top10_similarity,stage2_nearest_real_text,stage2_nearest_real_similarity,stage2_pass,stage2_rejection_reason,stage3_pass,stage3_rejection_reason,stage3_duplicate_of,stage3_duplicate_similarity
class4_batch002_sample030297,2,30297,4,Profane,431297,435297,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,i should've a bhenchod counter which will count the amount of times i've sad bhenchod,bhenchod bht kutti haaalat huwe we he bhai,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,bhenchod mc...,profane_batch_002.csv,2,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9108333587646484,0.8985665440559387,bhenchod ho tum😁😁,0.9108333587646484,True,,True,,,
class4_batch002_sample030298,2,30298,4,Profane,431298,435298,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,i hate ors bhenchod,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,bhenchod mairi thand se phatt rahi hai,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,bhenchod maira ghar main tk baith k nahi ja raha,profane_batch_002.csv,10,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9450352191925049,0.9307471513748169,bhenchod mairi thand se phatt rahi hai,0.9450352191925049,True,,True,,,
class4_batch002_sample030299,2,30299,4,Profane,431299,435299,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,code bhee saaf karna hai abheeee bc,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,nazar lag gayi bhenchod fuck this i knew it would never last,chup krta hoon bc,profane_batch_002.csv,4,False,False,True,False,False,False,False,,True,4,Profane,True,,0.8579257726669312,0.8515135645866394,dekh kitna khush ho rha h bc,0.8579257726669312,True,,True,,,
class4_batch002_sample030300,2,30300,4,Profane,431300,435300,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,bhenchod what a goal!,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,bhenchod this fucking game,profane_batch_002.csv,4,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9170438051223755,0.9042129516601562,bhenchod what a goal!,0.9170438051223755,True,,True,,,
class4_batch002_sample030301,2,30301,4,Profane,431301,435301,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,mere pas tum ho ny to puray saal ka rula dia bhenchod,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,ajeeeeb bc 😒😂,bhenchod goli maar de,profane_batch_002.csv,4,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9509108662605286,0.9298295974731445,yaar mujhe koi goli maarde bhenchod,0.9509108662605286,True,,True,,,
class4_batch002_sample030302,2,30302,4,Profane,431302,435302,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,dil sumbhal ja zra bhenchod,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,bhenchod kahan phass gaya hoon,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,rt : ye toh nhi bol rha tha bc,profane_batch_002.csv,9,False,False,True,False,False,False,False,,True,4,Profane,True,,0.920124888420105,0.9129709005355835,bc 😂 😂 pagal ho gaya tu 😂 😂,0.920124888420105,True,,True,,,
class4_batch002_sample030304,2,30304,4,Profane,431304,435304,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod kya hai ye sb,rt : birthday wali feel hi nai arahi bhenchod,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,bhenchod kahan phass gaya hoon,bc abhi tak mujhe toh pata ni,profane_batch_002.csv,7,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9358415603637695,0.9280663728713989,zinda ha bc abhi tk tu b,0.9358415603637695,True,,True,,,
class4_batch002_sample030305,2,30305,4,Profane,431305,435305,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,rt : birthday wali feel hi nai arahi bhenchod,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,nazar lag gayi bhenchod fuck this i knew it would never last,rt : pakistan ka sharam kabhi nahin kiya tha? bc kia baat ha,profane_batch_002.csv,13,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9031573534011841,0.8983783721923828,rt : in machro ki maa ka bhenchodo ny azaab kardiya,0.9031573534011841,True,,True,,,
class4_batch002_sample030307,2,30307,4,Profane,431307,435307,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,rt : asa kon ludo khelta hi bc ....😇,ajeeb bhenchod mazaq chod kar,profane_batch_002.csv,5,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9538463354110718,0.9422893524169922,yaar mujhe koi goli maarde bhenchod,0.9538463354110718,True,,True,,,
class4_batch002_sample030309,2,30309,4,Profane,431309,435309,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod exams uff,bhenchod bht kutti haaalat huwe we he bhai,"rt : koi physics samjha de bhenchod,,,,",bc bb khatm ho gya but i cant move on,rt : bhenchod jis din ko humari maa bhi behn ki tarah bethay ga,profane_batch_002.csv,14,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9339593648910522,0.9266656041145325,rt : sab bhenchod r unki bhenein aik hi jagah pr.,0.9339593648910522,True,,True,,,
class4_batch002_sample030310,2,30310,4,Profane,431310,435310,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,rt : asa kon ludo khelta hi bc ....😇,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,bauhat sardi hai bc,ye baat mat bolna bc,profane_batch_002.csv,5,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9300825595855713,0.916790783405304,kya ho rha h bc ye,0.9300825595855713,True,,True,,,
class4_batch002_sample030314,2,30314,4,Profane,431314,435314,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,code bhee saaf karna hai abheeee bc,bhenchod mairi thand se phatt rahi hai,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,nahin to uska tweet hi kuch kar lo bc,profane_batch_002.csv,9,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9363976716995239,0.9077432751655579,tweet ni dlt hogi bhenchod.,0.9363976716995239,True,,True,,,
class4_batch002_sample030318,2,30318,4,Profane,431318,435318,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod bht kutti haaalat huwe we he bhai,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,nazar lag gayi bhenchod fuck this i knew it would never last,bhenchod maine nhi chor dia tha woh gand marwa raha tha,profane_batch_002.csv,11,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9448039531707764,0.9369269609451294,bhenchod mairi thand se phatt rahi hai,0.9448039531707764,True,,True,,,
class4_batch002_sample030320,2,30320,4,Profane,431320,435320,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",bhenchod aaj sirf roneka mann kar raha hai,bhenchod bht kutti haaalat huwe we he bhai,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,bc apne sath hai?,profane_batch_002.csv,4,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9052207469940186,0.8887728452682495,bc show ka kya hoga??,0.9052207469940186,True,,True,,,
class4_batch002_sample030321,2,30321,4,Profane,431321,435321,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,code bhee saaf karna hai abheeee bc,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,rt :   ye bhenchod aaj tak hi kya pata raha tha apke baare mein?,profane_batch_002.csv,14,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9271076917648315,0.914049506187439,rt : sab bhenchod r unki bhenein aik hi jagah pr.,0.9271076917648315,True,,True,,,
class4_batch002_sample030328,2,30328,4,Profane,431328,435328,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,neend aa rhi h bc main sone jaa rhi hu 😂,bauhat sardi hai bc,bhenchod kya hai ye sb,ajeeeeb bc 😒😂,rt : khud ko hi follow back nahi krta bc,profane_batch_002.csv,10,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9094152450561523,0.9019433856010437,rt : in machro ki maa ka bhenchodo ny azaab kardiya,0.9094152450561523,True,,True,,,
class4_batch002_sample030332,2,30332,4,Profane,431332,435332,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod exams uff,bhenchod kahan phass gaya hoon,bc bb khatm ho gya but i cant move on,bhenchod bht kutti haaalat huwe we he bhai,rt : bc wtf is this why are they doing this,profane_batch_002.csv,11,False,False,True,False,False,False,False,,True,4,Profane,True,,0.8683905005455017,0.8596827387809753,rt : bc😭 mt mara kro usky b bchy uska w8 krry hngy ghr p😤,0.8683905005455017,True,,True,,,
class4_batch002_sample030333,2,30333,4,Profane,431333,435333,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,nazar lag gayi bhenchod fuck this i knew it would never last,naak bandd ho gya bc.,"bc kia baat hai ye, ab kuch nahi bol sakta kyuki mjhy pata hai..😐",profane_batch_002.csv,14,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9412327408790588,0.9219415783882141,maine hilane k baat kar rha hu thand m itna kha.... a kaise hota hi pata nhi bc 🙈🙈🙊,0.9412327408790588,True,,True,,,
class4_batch002_sample030334,2,30334,4,Profane,431334,435334,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,code bhee saaf karna hai abheeee bc,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",bhenchod i want some chaat but no i'm too fat for it,profane_batch_002.csv,12,False,False,True,False,False,False,False,,True,4,Profane,True,,0.875472366809845,0.8702497482299805,bhenchod u cant even cry onto ur pillow cause it’s so wet and cold,0.875472366809845,True,,True,,,
class4_batch002_sample030335,2,30335,4,Profane,431335,435335,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,bhenchod bht kutti haaalat huwe we he bhai,bc bb khatm ho gya but i cant move on,rona araha hai bhenchod why am i such a clown why am i so unimportant,bhenchod yeh nhi kuch krna hai mera,profane_batch_002.csv,7,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9380145072937012,0.9312691688537598,mera banda he nae hai bhenchod 😔👌,0.9380145072937012,True,,True,,,
class4_batch002_sample030338,2,30338,4,Profane,431338,435338,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,bhenchod kya hai ye sb,"rt : koi physics samjha de bhenchod,,,,",bhenchod mairi thand se phatt rahi hai,wo kya hai bc,profane_batch_002.csv,4,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9207751750946045,0.8992787599563599,kya ho rha h bc ye,0.9207751750946045,True,,True,,,
class4_batch002_sample030339,2,30339,4,Profane,431339,435339,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : birthday wali feel hi nai arahi bhenchod,i hate ors bhenchod,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,neend aa rhi h bc main sone jaa rhi hu 😂,kya bat hai bhenchod,profane_batch_002.csv,4,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9662601947784424,0.9436780214309692,bhenchod ye kya hai,0.9662601947784424,True,,True,,,
class4_batch002_sample030341,2,30341,4,Profane,431341,435341,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,nazar lag gayi bhenchod fuck this i knew it would never last,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",bhenchod mairi thand se phatt rahi hai,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,tera pata na karo bhenchod,profane_batch_002.csv,5,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9413620829582214,0.9352787733078003,dhood se b mehnga bhenchod,0.9413620829582214,True,,True,,,
class4_batch002_sample030342,2,30342,4,Profane,431342,435342,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,"rt : koi physics samjha de bhenchod,,,,",rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,rt : mc kya bhenchodo,profane_batch_002.csv,5,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9240174889564514,0.9143584966659546,rt : in machro ki maa ka bhenchodo ny azaab kardiya,0.9240174889564514,True,,True,,,
class4_batch002_sample030343,2,30343,4,Profane,431343,435343,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,bhenchod kya hai ye sb,bhenchod aaj sirf roneka mann kar raha hai,yeh tu bhi bhenchod wala kaam hai,profane_batch_002.csv,7,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9462277293205261,0.9371275901794434,yaar mujhe koi goli maarde bhenchod,0.9462277293205261,True,,True,,,
class4_batch002_sample030346,2,30346,4,Profane,431346,435346,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod what a goal!,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,bhenchod mairi thand se phatt rahi hai,bhenchod tu shadi karne ke liye bachche ki tarah banaa diya tha,profane_batch_002.csv,12,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9281200170516968,0.9138063192367554,bhenchod ye raat kabhi dhalti hi nahi.,0.9281200170516968,True,,True,,,
class4_batch002_sample030347,2,30347,4,Profane,431347,435347,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod kya hai ye sb,rona araha hai bhenchod why am i such a clown why am i so unimportant,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,bc agr wo larki ny apko mila to tery dimagh main pata chaly gi,profane_batch_002.csv,14,False,False,True,False,False,False,False,,True,4,Profane,True,,0.931801974773407,0.9220079183578491,bc ka mtlb kuch bh lia ja sakta tumhra ulta zehan kyn chalta hain,0.931801974773407,True,,True,,,
class4_batch002_sample030350,2,30350,4,Profane,431350,435350,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod what a goal!,bhenchod kahan phass gaya hoon,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,bhenchod abhi tumhari wajah se duniya mein sara shakal gharwale ho gaye hain,profane_batch_002.csv,13,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9414036273956299,0.9274347424507141,bhenchod diwali chali gayi thand aa gayi par ye bhen ke lode machar abhi tak nahi mare,0.9414036273956299,True,,True,,,
class4_batch002_sample030355,2,30355,4,Profane,431355,435355,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,rt : bhenchod mc main apko follow kr raha tha,profane_batch_002.csv,10,False,False,True,False,False,False,False,,True,4,Profane,True,,0.911885142326355,0.8993830680847168,rt : sab bhenchod r unki bhenein aik hi jagah pr.,0.911885142326355,True,,True,,,
class4_batch002_sample030357,2,30357,4,Profane,431357,435357,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,dil sumbhal ja zra bhenchod,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,rona araha hai bhenchod why am i such a clown why am i so unimportant,"rt : koi physics samjha de bhenchod,,,,",rt : tum ny kya baat ki hai ab bhenchod?,profane_batch_002.csv,10,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9357303380966187,0.9230375289916992,rt : 'meko bore ho raha hai' ka kya matlab hai? dast hai kya bhenchod?,0.9357303380966187,True,,True,,,
class4_batch002_sample030359,2,30359,4,Profane,431359,435359,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : birthday wali feel hi nai arahi bhenchod,nazar lag gayi bhenchod fuck this i knew it would never last,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,i should've a bhenchod counter which will count the amount of times i've sad bhenchod,mera bhi nahi hoga bhenchod,profane_batch_002.csv,5,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9556978940963745,0.945733368396759,dhood se b mehnga bhenchod,0.9556978940963745,True,,True,,,
class4_batch002_sample030360,2,30360,4,Profane,431360,435360,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod mairi thand se phatt rahi hai,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,"rt : koi physics samjha de bhenchod,,,,",main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,yeh bhi hi nikal jayegi kya bhenchod,profane_batch_002.csv,7,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9474642276763916,0.9378160238265991,yaar mujhe koi goli maarde bhenchod,0.9474642276763916,True,,True,,,
class4_batch002_sample030364,2,30364,4,Profane,431364,435364,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bc bb khatm ho gya but i cant move on,code bhee saaf karna hai abheeee bc,bhenchod bht kutti haaalat huwe we he bhai,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,bc ye mtlb ka tha na,profane_batch_002.csv,6,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9414405822753906,0.9253907203674316,kya ho rha h bc ye,0.9414405822753906,True,,True,,,
class4_batch002_sample030369,2,30369,4,Profane,431369,435369,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod aaj sirf roneka mann kar raha hai,rona araha hai bhenchod why am i such a clown why am i so unimportant,i hate ors bhenchod,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,tujhe dard nahi lag raha jitni jaldi tu yar ke sath chodta hai bhenchod,profane_batch_002.csv,14,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9250398278236389,0.9196404218673706,bhenchod ragging sy bachnay k bahanay thay tu nay mujhay waqai main mareez bana dea tha bad main 😂,0.9250398278236389,True,,True,,,
class4_batch002_sample030371,2,30371,4,Profane,431371,435371,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,rt : birthday wali feel hi nai arahi bhenchod,bhenchod itni si gandi dukaan,profane_batch_002.csv,5,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9444667100906372,0.9374171495437622,hudd hi ho gayi bhenchod,0.9444667100906372,True,,True,,,
class4_batch002_sample030372,2,30372,4,Profane,431372,435372,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,nazar lag gayi bhenchod fuck this i knew it would never last,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",naak bandd ho gya bc.,bc ye toh bhi saari kuch lga diya hai,profane_batch_002.csv,9,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9514831900596619,0.9393504858016968,bc yeh nii tha kaha ke mere sath bhi badal jaa🙂🙂,0.9514831900596619,True,,True,,,
class4_batch002_sample030373,2,30373,4,Profane,431373,435373,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,mere pas tum ho ny to puray saal ka rula dia bhenchod,rt : bc duniya mein koi garmi nhi hai aur tu itne bade bachche lag rhe hain,profane_batch_002.csv,17,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9107333421707153,0.9049714803695679,rt : birthday wali feel hi nai arahi bhenchod,0.9107333421707153,True,,True,,,
class4_batch002_sample030374,2,30374,4,Profane,431374,435374,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,nazar lag gayi bhenchod fuck this i knew it would never last,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,tum ny mera time dekha tha bhenchod,profane_batch_002.csv,7,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9360132217407227,0.9270259141921997,bhenchod is time mood ki maa chod deta hai ye banda,0.9360132217407227,True,,True,,,
class4_batch002_sample030375,2,30375,4,Profane,431375,435375,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,nazar lag gayi bhenchod fuck this i knew it would never last,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,aby bc tu to naa thori dino se tik tok pta chl rha hai,profane_batch_002.csv,14,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9180804491043091,0.91224604845047,zinda ha bc abhi tk tu b,0.9180804491043091,True,,True,,,
class4_batch002_sample030376,2,30376,4,Profane,431376,435376,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod exams uff,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,bhenchod aaj sirf roneka mann kar raha hai,rt : bhenchod i am so proud of myself,profane_batch_002.csv,9,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9153207540512085,0.8897014856338501,"rt : bhenchod im done,untargeted",0.9153207540512085,True,,True,,,
class4_batch002_sample030378,2,30378,4,Profane,431378,435378,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod aaj sirf roneka mann kar raha hai,neend aa rhi h bc main sone jaa rhi hu 😂,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,mere pas tum ho ny to puray saal ka rula dia bhenchod,bhen chod mera pass tu hain 😥,profane_batch_002.csv,7,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9353139400482178,0.9238888621330261,bhenchod ho tum😁😁,0.9353139400482178,True,,True,,,
class4_batch002_sample030379,2,30379,4,Profane,431379,435379,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,dil sumbhal ja zra bhenchod,i should've a bhenchod counter which will count the amount of times i've sad bhenchod,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,bhenchod exams uff,bhenchod kya hae huwa tha abhi,profane_batch_002.csv,6,False,False,True,False,False,False,False,,True,4,Profane,True,,0.9632785320281982,0.9467876553535461,bhenchod hans raha tha abhi,0.9632785320281982,True,,True,,,
