sample_index,class_id,target_label,generation_seed,demonstration_seed,prompt_version,prompting_strategy,demonstration_source,demonstration_pool_size,demo_1,demo_2,demo_3,demo_4,generated_text
66,4,Profane,401066,405066,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,rt : birthday wali feel hi nai arahi bhenchod,bhenchod what a goal!,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",rt : yeh bhenchod tera baap huwa
67,4,Profane,401067,405067,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,rona araha hai bhenchod why am i such a clown why am i so unimportant,i should've a bhenchod counter which will count the amount of times i've sad bhenchod,bc bb khatm ho gya but i cant move on,tum logon ne sharam nahi ki hai na chutiye aurat ka?
68,4,Profane,401068,405068,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : birthday wali feel hi nai arahi bhenchod,bhenchod mairi thand se phatt rahi hai,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,i hate ors bhenchod,rt : acha bhenchod maine dekha tha
69,4,Profane,401069,405069,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",i should've a bhenchod counter which will count the amount of times i've sad bhenchod,mera koi moun ka badla nhi deta ye bhenchod
70,4,Profane,401070,405070,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,neend aa rhi h bc main sone jaa rhi hu 😂,dil sumbhal ja zra bhenchod,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,bhenchod kya hai ye sb,"bhenchod 30 saal se pta chlty hein..jitna dard ho ga tera ghar bachon ko apny baap sy btao ke ""mere liye"" kiya kaam ho ga... 😒"
71,4,Profane,401071,405071,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod what a goal!,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,i hate ors bhenchod,ye bhen chod jaisa maza pata nhi hota
72,4,Profane,401072,405072,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,mere pas tum ho ny to puray saal ka rula dia bhenchod,neend aa rhi h bc main sone jaa rhi hu 😂,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,rt : ye chutiyapa thora kam hi ha mujhy mazaq kar rahe hn
73,4,Profane,401073,405073,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,bc bb khatm ho gya but i cant move on,bhenchod bht kutti haaalat huwe we he bhai,ajeeeeb bc 😒😂,rt : bc nhi mera hi number hai
74,4,Profane,401074,405074,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,nazar lag gayi bhenchod fuck this i knew it would never last,bhenchod mairi thand se phatt rahi hai,hahaha bc 50k followers pura account dekhna hai
75,4,Profane,401075,405075,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : asa kon ludo khelta hi bc ....😇,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,bhenchod kahan phass gaya hoon,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,rt : bahanchod zindagi mein mard ka dost na milna
76,4,Profane,401076,405076,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,code bhee saaf karna hai abheeee bc,bhenchod exams uff,dil sumbhal ja zra bhenchod,mc apny baap ko bat kar rha tha kya pata wo na dikhti
77,4,Profane,401077,405077,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rona araha hai bhenchod why am i such a clown why am i so unimportant,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,bhenchod what a goal!,bhenchod kahan phass gaya hoon,bhenchod yaar sach mein toh maine itna nahi socha
78,4,Profane,401078,405078,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,bhenchod what a goal!,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,bhenchod kahan phass gaya hoon,ye toh apne maa baap ke sath jaao bhenchod
79,4,Profane,401079,405079,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,nazar lag gayi bhenchod fuck this i knew it would never last,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,naak bandd ho gya bc.,"rt : koi physics samjha de bhenchod,,,,",abe bhenchod tu apni nhi bol raha?
80,4,Profane,401080,405080,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,code bhee saaf karna hai abheeee bc,bhenchod exams uff,neend aa rhi h bc main sone jaa rhi hu 😂,i should've a bhenchod counter which will count the amount of times i've sad bhenchod,bhenchod aise hi logon ki life h
81,4,Profane,401081,405081,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,code bhee saaf karna hai abheeee bc,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,i hate ors bhenchod,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,rt : main chutiye tha aur tu bhi bhi thi😐
82,4,Profane,401082,405082,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod kya hai ye sb,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",i should've a bhenchod counter which will count the amount of times i've sad bhenchod,rt : ye chutiya mera nakli account dekh raha hai
83,4,Profane,401083,405083,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,mere pas tum ho ny to puray saal ka rula dia bhenchod,code bhee saaf karna hai abheeee bc,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,rt : birthday wali feel hi nai arahi bhenchod,bc ye bhutto ka naam hi gya tha na..
84,4,Profane,401084,405084,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod exams uff,bhenchod kahan phass gaya hoon,bhenchod kya hai ye sb,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,bhenchod waisay duniya mein bhokna tha hi na
85,4,Profane,401085,405085,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod kahan phass gaya hoon,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,bhenchod what a goal!,rt : 2019 mein pti ka election manifesto main kia cheezain hoti thi?
86,4,Profane,401086,405086,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,bhenchod exams uff,rt : asa kon ludo khelta hi bc ....😇,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,jb humein wohi yahoodi kiya koi uski yaad na karo bc
87,4,Profane,401087,405087,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod what a goal!,neend aa rhi h bc main sone jaa rhi hu 😂,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",bc 6000 krs ka matlab ha
88,4,Profane,401088,405088,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,"rt : koi physics samjha de bhenchod,,,,",kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,rt : iski maa ka yaar apny charsi ko bhej raha tha. bhenchod ye wale bhi bachay hain
89,4,Profane,401089,405089,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod what a goal!,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,rt : birthday wali feel hi nai arahi bhenchod,bhenchod aaj sirf roneka mann kar raha hai,jb mujhe pta chl ga kiya hai tu bhaunk ke mar jaunga
90,4,Profane,401090,405090,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,bhenchod aaj sirf roneka mann kar raha hai,bhenchod kya hai ye sb,rt : asa kon ludo khelta hi bc ....😇,bc mujhy tumhary tweets py lga dainy ki tarah 10 min ka zada time lgaya abhi tak
91,4,Profane,401091,405091,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : asa kon ludo khelta hi bc ....😇,bhenchod bht kutti haaalat huwe we he bhai,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,aby dard ko maarna bhenchod
92,4,Profane,401092,405092,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,kya bol rahe ho bc
93,4,Profane,401093,405093,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod bht kutti haaalat huwe we he bhai,"rt : koi physics samjha de bhenchod,,,,",kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,rona araha hai bhenchod why am i such a clown why am i so unimportant,bhenchod yahi hota ha tum logon ko
94,4,Profane,401094,405094,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod exams uff,bc bb khatm ho gya but i cant move on,"rt : koi physics samjha de bhenchod,,,,",i hate ors bhenchod,bc ye hai kya
95,4,Profane,401095,405095,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,neend aa rhi h bc main sone jaa rhi hu 😂,bhenchod kya hai ye sb,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,tumhare baap hain koi aur ???? bc
96,4,Profane,401096,405096,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc","tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,"rt : koi physics samjha de bhenchod,,,,",randi ronay ka nasha ho raha hai...
97,4,Profane,401097,405097,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,code bhee saaf karna hai abheeee bc,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,ajeeeeb bc 😒😂,yeh bhenchod
98,4,Profane,401098,405098,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod kahan phass gaya hoon,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",bhenchod tu pakistan ki sari fauj kharab kardia tha
99,4,Profane,401099,405099,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : birthday wali feel hi nai arahi bhenchod,naak bandd ho gya bc.,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",rt : 😂😂😂😂😂😂😂��������������������������������������������������
